0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.001886,0.021549,0.230063,2.192066,15.766697,2.192079,0.230225,0.023450,0.023450,0.230225,2.192079,15.766698,2.192079,0.230226,0.023467,0.023702,0.233522,2.223564,15.735214,2.188784,0.229988,0.023589,0.024997,0.245520,2.324742,15.634037,2.176800,0.228861,0.025318,0.044243,0.422306,3.568657,14.408337,2.005427,0.212823,0.049752,0.321616,2.947192,16.324182,3.956840,0.472612,0.077887,0.388105,4.548222,16.098185,9.059409,1.705555,1.187441,10.839826,21.241532
0.005846,0.081083,1.128358,15.845882,224.647871,15.845913,1.128788,0.086963,0.086963,1.128788,15.845913,224.647873,15.845913,1.128793,0.087051,0.088681,1.162120,16.264681,224.229106,15.812585,1.127114,0.087439,0.095114,1.270295,17.840971,222.652819,15.704447,1.121170,0.093599,0.186481,2.596226,39.808918,200.664829,14.373629,1.036288,0.184266,1.547356,24.279350,179.310641,40.943240,2.820573,0.330963,1.890435,26.789348,79.504946,101.883351,15.579240,1.801421,6.690160,17.040064
0.001950,0.022079,0.233862,2.213985,15.847417,2.213999,0.234031,0.024045,0.024045,0.234031,2.213999,15.847419,2.213999,0.234032,0.024062,0.024299,0.237344,2.245558,15.815860,2.210688,0.233792,0.024188,0.025621,0.249469,2.347095,15.714325,2.198577,0.232636,0.025849,0.044160,0.421653,3.576506,14.477186,2.024572,0.216269,0.050864,0.326983,2.993944,16.918833,3.951082,0.479321,0.085681,0.443581,3.982077,22.267876,9.235168,1.884748,3.560091,46.207814,86.914845
0.000403,0.003838,0.032729,0.233888,1.128734,0.233892,0.032769,0.004245,0.004245,0.032769,0.233892,1.128734,0.233892,0.032769,0.004247,0.004270,0.033014,0.235431,1.127196,0.233648,0.032747,0.004272,0.004474,0.034261,0.240909,1.121718,0.232404,0.032578,0.004561,0.007045,0.051800,0.318425,1.042869,0.214588,0.030523,0.009376,0.052060,0.406288,2.189433,0.469248,0.066377,0.015331,0.068856,0.514796,2.581114,0.821725,0.321941,1.808901,19.891291,47.292478
0.000065,0.000537,0.003839,0.022087,0.081149,0.022088,0.003846,0.000604,0.000604,0.003846,0.022088,0.081149,0.022088,0.003846,0.000604,0.000606,0.003862,0.022162,0.081075,0.022071,0.003844,0.000608,0.000632,0.003991,0.022523,0.080714,0.021944,0.003824,0.000648,0.000933,0.005605,0.027633,0.075457,0.020308,0.003622,0.001419,0.006902,0.043228,0.193172,0.047539,0.008065,0.002286,0.008641,0.050340,0.209334,0.071977,0.049761,0.290993,1.919887,5.684471
0.000009,0.000066,0.000407,0.001965,0.005887,0.001965,0.000408,0.000075,0.000075,0.000408,0.001965,0.005887,0.001965,0.000408,0.000075,0.000076,0.000409,0.001969,0.005883,0.001964,0.000408,0.000076,0.000079,0.000421,0.001996,0.005856,0.001952,0.000406,0.000081,0.000111,0.000563,0.002339,0.005501,0.001811,0.000390,0.000188,0.000824,0.004253,0.014696,0.004511,0.000905,0.000302,0.000993,0.004539,0.014238,0.006199,0.006584,0.035279,0.174665,0.385160
0.000001,0.000007,0.000040,0.000169,0.000431,0.000169,0.000041,0.000009,0.000009,0.000041,0.000169,0.000431,0.000169,0.000041,0.000009,0.000009,0.000041,0.000169,0.000430,0.000169,0.000041,0.000009,0.000009,0.000042,0.000171,0.000428,0.000168,0.000040,0.000009,0.000012,0.000054,0.000194,0.000404,0.000156,0.000039,0.000023,0.000090,0.000399,0.001135,0.000412,0.000094,0.000036,0.000108,0.000412,0.001006,0.000549,0.000772,0.003710,0.014905,0.027698
0.000000,0.000001,0.000004,0.000014,0.000032,0.000014,0.000004,0.000001,0.000001,0.000004,0.000014,0.000032,0.000014,0.000004,0.000001,0.000001,0.000004,0.000014,0.000032,0.000014,0.000004,0.000001,0.000001,0.000004,0.000014,0.000032,0.000014,0.000004,0.000001,0.000001,0.000005,0.000016,0.000030,0.000013,0.000004,0.000003,0.000009,0.000035,0.000088,0.000036,0.000009,0.000004,0.000011,0.000037,0.000078,0.000050,0.000083,0.000359,0.001230,0.001975
0.000000,0.000000,0.000000,0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,0.000001,0.000000,0.000000,0.000001,0.000003,0.000007,0.000003,0.000001,0.000000,0.000001,0.000003,0.000006,0.000005,0.000008,0.000033,0.000099,0.000144
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000003,0.000008,0.000011
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
