batch_average,batch_best
6247.965640,2742.363702
5593.979398,2823.961380
5435.013394,2326.488961
5247.345928,2830.880528
5170.651533,2750.565001
4924.323251,2333.408108
4947.533659,2653.846877
4874.524555,2421.924933
4712.506656,2421.924933
4809.358651,2326.488961
4508.539938,2006.050192
4668.524777,2333.408108
4467.677599,2333.408108
4594.395094,2244.891282
4388.855791,2333.408108
4396.626894,2006.050192
4251.296034,2326.488961
4448.829121,2006.050192
4271.848893,2421.924933
4308.614185,2333.408108
4166.161207,2006.050192
4198.567960,2333.408108
4121.383713,2006.050192
4125.289114,2006.050192
4050.019588,2006.050192
4062.239096,2006.050192
4154.204101,2333.408108
4088.274353,2006.050192
4032.003663,2326.488961
4004.287655,2006.050192
4221.017826,2326.488961
3939.882482,2244.891282
3918.824284,2006.050192
3903.716120,2006.050192
4032.563010,2006.050192
3914.649074,2006.050192
3884.816846,2006.050192
3958.163216,2006.050192
3810.741648,2006.050192
3672.956759,2006.050192
3743.821660,2006.050192
3754.929524,2006.050192
3702.068121,2006.050192
3703.289563,2006.050192
3631.600274,2006.050192
3652.475144,2006.050192
3594.173447,2006.050192
3503.636757,2006.050192
3553.616203,2006.050192
3519.969304,2006.050192
3570.869282,2006.050192
3543.379909,2006.050192
3397.029870,2006.050192
3546.718285,2006.050192
3408.783864,2006.050192
3403.663688,2006.050192
3368.290780,2006.050192
3298.644231,2006.050192
3403.606866,2006.050192
3361.455659,2006.050192
3395.688954,2006.050192
3246.346133,2006.050192
3308.879591,2006.050192
3313.777753,2006.050192
3231.138201,2006.050192
3129.358556,2006.050192
3175.515979,2006.050192
3134.651785,2006.050192
3104.548052,2006.050192
3094.599467,2006.050192
3123.650678,2006.050192
3138.249328,2006.050192
3142.657724,2006.050192
3080.911491,2006.050192
3154.289304,2006.050192
2976.075269,2006.050192
3112.542276,2006.050192
3063.552941,2006.050192
3007.218634,2006.050192
3012.202862,2006.050192
3014.618981,2006.050192
3002.776907,2006.050192
2976.503710,2006.050192
2924.004468,2006.050192
2908.013896,2006.050192
2933.763432,2006.050192
2982.774505,2006.050192
2948.907290,2006.050192
2829.822024,2006.050192
2928.007404,2006.050192
2922.829527,2006.050192
2994.225671,2006.050192
3000.478050,2006.050192
2932.934925,2006.050192
2891.843881,2006.050192
2864.542997,2006.050192
2897.694427,2006.050192
2930.095087,2006.050192
2876.271406,2006.050192
2821.966685,2006.050192
2799.036266,2006.050192
2851.003874,2006.050192
2871.508996,2006.050192
2832.158770,2006.050192
2813.509104,2006.050192
2819.679383,2006.050192
2863.605472,2006.050192
2815.736255,2006.050192
2847.256496,2006.050192
2876.662044,2006.050192
2848.701623,2006.050192
2866.248079,2006.050192
2836.505322,2006.050192
2915.965073,2006.050192
2794.691921,2006.050192
2830.094640,2006.050192
2842.468088,2006.050192
2838.550380,2006.050192
2799.204111,2006.050192
2825.794022,2006.050192
2814.408262,2006.050192
2836.013196,2006.050192
2874.490785,2006.050192
2804.616631,2006.050192
2882.651675,2006.050192
2706.191068,2006.050192
2917.088763,2006.050192
2782.301032,2006.050192
2846.773071,2006.050192
2843.228272,2006.050192
2843.470942,2006.050192
2823.895133,2006.050192
2754.127532,2006.050192
2843.115401,2006.050192
2761.679217,2006.050192
2800.356237,2006.050192
2843.450464,2006.050192
2824.485634,2006.050192
2789.760275,2006.050192
2804.174306,2006.050192
2835.219694,2006.050192
2883.586149,2006.050192
2795.272752,2006.050192
2754.957599,2006.050192
2809.309834,2006.050192
2772.023066,2006.050192
2808.708502,2006.050192
2859.878772,2006.050192
2865.230633,2006.050192
2792.123609,2006.050192
2808.927375,2006.050192
2736.915755,2006.050192
2835.045000,2006.050192
2769.172104,2006.050192
2801.112166,2006.050192
2773.480612,2006.050192
2769.357108,2006.050192
