batch_average,batch_best
5087.355512,2830.880528
4645.789907,2757.484148
4360.883619,2653.846877
4194.387701,2326.488961
4059.836807,2415.005786
4045.724627,2326.488961
3741.656979,2326.488961
3977.126981,2518.643057
3791.644552,2333.408108
3768.172379,2244.891282
3654.749687,2326.488961
3707.882242,2326.488961
3651.152932,2006.050192
3549.282705,2326.488961
3586.365015,2244.891282
3411.921202,2244.891282
3358.572574,2006.050192
3435.603795,2006.050192
3481.209447,2244.891282
3420.197511,2006.050192
3341.027699,2244.891282
3388.252749,2244.891282
3396.887392,2006.050192
3243.314449,2087.647870
3296.508746,2006.050192
3213.154536,2006.050192
3195.758304,2244.891282
3366.985480,2094.567017
3251.241464,2006.050192
3341.552247,2006.050192
3289.095808,2244.891282
3230.031693,2326.488961
3200.634522,2006.050192
3146.152126,2006.050192
3238.132854,2006.050192
3196.274407,2006.050192
3157.672208,2006.050192
3298.479611,2244.891282
3186.987693,2244.891282
3117.984331,2244.891282
3193.170129,2006.050192
3231.576299,2244.891282
3126.709090,2006.050192
3235.532076,2006.050192
3058.274080,2006.050192
3128.315482,2244.891282
3099.219163,2006.050192
3191.406396,2006.050192
3123.257839,2006.050192
3173.906570,2006.050192
3029.687580,2006.050192
3215.044853,2244.891282
3091.229462,2094.567017
3179.252829,2244.891282
3024.500903,2006.050192
3105.210991,2006.050192
3180.563923,2006.050192
3065.823944,2006.050192
3003.686193,2006.050192
3172.367460,2006.050192
3140.636873,2006.050192
3095.384238,2087.647870
3028.102198,2006.050192
3181.919392,2244.891282
3011.256206,2006.050192
2963.700578,2006.050192
2977.932030,2006.050192
2861.231051,2006.050192
2914.881260,2006.050192
2998.300726,2006.050192
3045.553838,2244.891282
3022.522886,2006.050192
3071.549675,2006.050192
2953.976408,2006.050192
2846.766116,2006.050192
2914.028334,2006.050192
3090.045479,2244.891282
2969.888965,2006.050192
3039.291786,2006.050192
2888.981039,2006.050192
2925.978759,2006.050192
3001.695750,2006.050192
3052.059510,2006.050192
2864.890185,2006.050192
3102.754474,2006.050192
3043.353016,2006.050192
2896.434074,2006.050192
2962.135443,2006.050192
3085.098058,2006.050192
2934.630305,2006.050192
2955.585839,2006.050192
2892.945208,2006.050192
2840.139465,2006.050192
2910.436876,2006.050192
2906.321985,2006.050192
2863.398656,2006.050192
2954.568361,2006.050192
2969.851606,2006.050192
2834.442035,2006.050192
2817.298646,2006.050192
2938.751987,2244.891282
3009.521600,2006.050192
2934.409938,2006.050192
2897.363194,2244.891282
2801.662298,2006.050192
2893.688466,2244.891282
2892.984815,2244.891282
2769.371697,2006.050192
2899.477086,2006.050192
2994.230260,2094.567017
2961.270843,2006.050192
2848.233357,2006.050192
2969.969565,2006.050192
2845.195849,2006.050192
2904.642552,2006.050192
2853.620803,2006.050192
2945.428069,2244.891282
2885.256669,2244.891282
2878.206678,2006.050192
2819.657356,2244.891282
2919.967969,2006.050192
2918.046690,2006.050192
2931.417715,2244.891282
2910.088458,2244.891282
2810.205877,2244.891282
2828.412020,2244.891282
2845.041946,2244.891282
2861.419969,2006.050192
2893.043293,2244.891282
2905.912154,2244.891282
2978.532503,2244.891282
2908.839108,2244.891282
2745.792635,2244.891282
2840.118849,2244.891282
2790.559973,2244.891282
2898.084625,2244.891282
2900.207094,2244.891282
2722.909710,2244.891282
2952.461648,2244.891282
2710.344557,2244.891282
2818.091075,2244.891282
2988.719527,2244.891282
2910.536962,2244.891282
2757.669773,2244.891282
2884.858643,2244.891282
2879.497144,2244.891282
2827.471658,2244.891282
2899.229844,2006.050192
2822.478169,2244.891282
2851.732345,2244.891282
2857.907999,2244.891282
2918.011423,2244.891282
2911.941343,2244.891282
2857.813076,2244.891282
2860.105394,2244.891282
2902.266277,2244.891282
2729.322541,2244.891282
2837.074994,2244.891282
2809.029014,2244.891282
2844.681600,2244.891282
2786.208890,2244.891282
2850.969512,2244.891282
2808.707184,2244.891282
2739.454120,2094.567017
2761.648239,2244.891282
2849.291566,2244.891282
2886.990095,2244.891282
2826.413825,2244.891282
2976.919782,2244.891282
2813.406657,2244.891282
2861.803369,2244.891282
2868.708326,2244.891282
2816.131877,2244.891282
2702.829500,2244.891282
2716.925757,2244.891282
2862.460163,2244.891282
2778.316649,2244.891282
2798.443280,2244.891282
2748.029594,2244.891282
2809.614608,2244.891282
2797.248382,2244.891282
2761.828139,2244.891282
2700.328939,2244.891282
2841.693231,2244.891282
2895.096505,2244.891282
2754.343841,2244.891282
2781.422827,2244.891282
2898.830150,2244.891282
2835.615521,2244.891282
2765.599728,2244.891282
2742.868364,2244.891282
2740.986855,2244.891282
2856.887783,2244.891282
2707.332806,2244.891282
2818.191601,2244.891282
2800.108051,2244.891282
2812.927621,2244.891282
2890.268150,2244.891282
2844.963371,2244.891282
2772.763267,2244.891282
2751.027632,2244.891282
2843.724250,2244.891282
2909.599614,2244.891282
2852.233956,2244.891282
2725.332555,2244.891282
2848.867582,2244.891282
2772.109521,2244.891282
2727.160466,2244.891282
2850.206110,2244.891282
2795.103519,2244.891282
2796.042481,2244.891282
2785.494228,2244.891282
2760.140300,2244.891282
2753.063803,2244.891282
2667.222235,2244.891282
2793.789877,2244.891282
2962.959640,2244.891282
2809.308824,2244.891282
2825.481743,2244.891282
2822.962673,2244.891282
2784.438865,2244.891282
2892.881697,2244.891282
2844.444456,2244.891282
2750.752828,2244.891282
2737.614631,2244.891282
2888.089923,2244.891282
2608.531216,2244.891282
2810.502639,2244.891282
2885.828798,2244.891282
2739.716894,2244.891282
2843.533161,2244.891282
2697.857044,2244.891282
2769.540032,2244.891282
2816.893810,2244.891282
2829.118504,2244.891282
2752.935686,2244.891282
2839.297210,2244.891282
2767.562889,2244.891282
2823.180844,2244.891282
2842.101734,2244.891282
2846.742181,2244.891282
2711.412273,2244.891282
2779.065064,2244.891282
2811.968761,2244.891282
2804.808124,2244.891282
2816.625404,2244.891282
2794.576755,2244.891282
2817.051889,2244.891282
2870.424930,2244.891282
2828.744547,2244.891282
2782.357916,2244.891282
2815.401164,2244.891282
2805.355982,2244.891282
2825.672524,2244.891282
2845.068484,2244.891282
2780.339264,2244.891282
2718.101674,2244.891282
2867.067410,2244.891282
2787.113342,2244.891282
2859.295603,2244.891282
2841.478273,2244.891282
2872.731607,2244.891282
2784.924056,2244.891282
2849.558584,2244.891282
2751.568563,2244.891282
2741.513278,2244.891282
2831.729671,2244.891282
2745.278408,2244.891282
2725.169037,2244.891282
2795.841043,2244.891282
2835.899878,2244.891282
2833.706563,2244.891282
2804.083419,2006.050192
2883.361657,2244.891282
2806.732822,2244.891282
2697.794553,2244.891282
2915.461751,2244.891282
2849.101889,2244.891282
2866.219926,2244.891282
2837.805661,2244.891282
2773.636548,2244.891282
2866.497300,2244.891282
2688.169805,2244.891282
2827.307431,2244.891282
