batch_average,batch_best
12016.457436,9097.134867
11316.249841,7894.900738
10629.340334,7978.366318
10305.527002,7885.294203
9911.130495,7294.139208
9536.759014,7086.664221
9251.155359,7127.412346
8996.497212,6974.825651
8928.988193,6937.622107
8727.901945,6532.906853
8470.702732,6922.501662
8426.918396,6935.258250
8352.306234,6684.627774
8150.136901,6780.264191
8060.939165,6601.747944
8058.477433,6607.585385
7946.728904,6689.183063
7726.429670,6675.144323
7853.172315,6601.747944
7746.892695,6519.068559
7716.441530,6594.828797
7653.698534,6565.949636
7544.678903,6594.828797
7528.051540,6484.272378
7541.037092,6435.107023
7456.906134,6510.867260
7388.872847,6586.627498
7363.649772,6369.711496
7281.005169,6511.067706
7320.531639,6305.626141
7292.020145,6360.428492
7301.081589,6264.992519
7231.675744,6347.671904
7153.283525,6359.346786
7166.999931,6287.032112
7180.720163,6366.265933
7088.711103,6278.830813
7068.563316,6373.185080
7084.779495,6347.671904
7042.539644,6278.830813
6983.953964,6197.233135
7019.743054,6271.911666
7003.190222,6206.516140
6971.253193,6197.233135
6924.034053,6143.512490
6921.492577,6222.746311
6951.897217,6146.986073
6854.391145,6190.313988
6853.585023,6204.152282
6876.618373,6266.074225
6853.386346,6114.553750
6794.756646,6121.472897
6769.394714,6115.635456
6787.899663,6115.635456
6775.593758,6053.713513
6713.541619,6046.794366
6723.438171,6128.392044
6724.372845,6122.554603
6722.625301,5891.599862
6694.175658,5983.790717
6654.596150,6058.469248
6667.125902,6056.077371
6644.154409,6058.469248
6651.965048,5976.871569
6593.326689,5984.872423
6545.193196,5965.196688
6574.983732,5903.274744
6547.094777,5965.196688
6547.504126,5965.196688
6525.294068,5861.228981
6515.267202,5965.196688
6496.169992,5890.518156
6506.822153,5833.351948
6494.571655,5979.034982
6473.834997,5827.514507
6452.113810,5981.398839
6442.850143,5903.274744
6413.208911,5833.351948
6395.616014,5891.599862
6410.478201,5890.518156
6344.721863,5896.355597
6367.327449,5821.677066
6397.937671,5833.351948
6350.107273,5884.680715
6322.748114,5840.271095
6366.195505,5821.677066
6320.867099,5764.510857
6341.155390,5764.510857
6300.297387,5827.514507
6256.799640,5821.677066
6265.069681,5890.518156
6283.982795,5758.673416
6243.365237,5821.677066
6242.805667,5821.677066
6281.204519,5771.430004
6238.982114,5765.592563
6211.784530,5821.677066
6209.400451,5764.510857
6227.558619,5758.673416
6177.076875,5821.677066
6172.064743,5764.510857
6191.480852,5758.673416
6180.733372,5695.669767
6129.802458,5758.673416
6150.389225,5758.673416
6129.893863,5764.510857
6118.831483,5758.673416
6120.120490,5758.673416
6121.991228,5758.673416
6123.044248,5752.835975
6087.899730,5701.507208
6062.760597,5702.588914
6087.560569,5758.673416
6112.317084,5695.669767
6079.112638,5758.673416
6054.198172,5758.673416
6062.810697,5689.832326
6057.246636,5695.669767
6040.025762,5695.669767
6049.485076,5695.669767
6066.620432,5758.673416
6040.407552,5695.669767
6026.324617,5683.994885
6013.324975,5695.669767
5996.489863,5683.994885
5991.537687,5695.669767
5995.585079,5695.669767
5990.515602,5695.669767
5979.365126,5695.669767
5978.901851,5695.669767
5959.156375,5695.669767
5978.899941,5683.994885
5973.137168,5695.669767
5964.246054,5695.669767
5954.910916,5683.994885
5936.142839,5695.669767
5939.522031,5695.669767
5945.153916,5683.994885
5936.951352,5689.832326
5950.483370,5620.991236
5924.203668,5695.669767
5913.993734,5695.669767
5922.152381,5683.994885
5928.642034,5695.669767
5920.097061,5683.994885
5906.451329,5695.669767
5888.545622,5689.832326
5913.058192,5620.991236
5882.057591,5620.991236
5920.164318,5683.994885
5908.774884,5620.991236
5888.405476,5695.669767
5880.044043,5620.991236
5893.076930,5620.991236
5884.591952,5620.991236
5875.189875,5620.991236
5876.639387,5620.991236
5901.012304,5620.991236
5890.264388,5620.991236
5856.030377,5620.991236
5872.811217,5620.991236
5849.877534,5620.991236
5871.417734,5620.991236
5854.497605,5620.991236
5865.640249,5620.991236
5879.122893,5620.991236
5852.709780,5620.991236
5874.427055,5620.991236
5845.712921,5620.991236
5834.547221,5620.991236
5857.168496,5620.991236
5835.504933,5620.991236
5818.162227,5620.991236
5839.497393,5620.991236
5827.664074,5620.991236
5833.075282,5620.991236
5846.778991,5620.991236
5833.549570,5620.991236
5839.140433,5620.991236
5810.550471,5620.991236
5808.460756,5620.991236
5825.879760,5620.991236
5809.667829,5620.991236
5808.274787,5620.991236
5807.148335,5620.991236
5792.255211,5620.991236
5805.524635,5620.991236
5827.362073,5620.991236
5775.466417,5620.991236
5770.274891,5620.991236
5784.352035,5620.991236
5807.299879,5620.991236
5790.809066,5620.991236
5793.145460,5620.991236
5771.478175,5620.991236
5771.312982,5620.991236
5812.688081,5620.991236
5793.171783,5620.991236
5793.537351,5620.991236
5775.693899,5620.991236
5787.660495,5620.991236
5792.053478,5620.991236
5791.760708,5620.991236
5783.813648,5620.991236
5778.708617,5620.991236
5800.537125,5620.991236
5789.714958,5620.991236
5763.038553,5620.991236
5762.938623,5620.991236
5786.127504,5620.991236
5792.460366,5620.991236
5803.286087,5620.991236
5772.555991,5620.991236
5768.516681,5620.991236
5760.909197,5620.991236
5761.851532,5620.991236
5784.302530,5620.991236
5766.644185,5620.991236
5793.099897,5620.991236
5786.388458,5620.991236
5765.004017,5620.991236
5762.449200,5620.991236
5756.945408,5620.991236
5757.818145,5620.991236
5767.478664,5620.991236
5763.670927,5620.991236
5776.735774,5620.991236
5747.923362,5620.991236
5751.863447,5620.991236
5767.531228,5620.991236
5738.020037,5620.991236
5764.717765,5620.991236
5764.654759,5620.991236
5761.929177,5620.991236
5768.824375,5620.991236
5764.672365,5620.991236
5766.408808,5620.991236
5766.595439,5620.991236
5739.820696,5620.991236
5768.721318,5620.991236
5764.178567,5620.991236
5754.185321,5620.991236
5764.749239,5620.991236
5796.210127,5620.991236
5777.748535,5620.991236
5750.991599,5620.991236
5766.982448,5620.991236
5769.515230,5620.991236
5746.989924,5620.991236
5746.997800,5620.991236
5766.662539,5620.991236
5773.080756,5620.991236
5769.668039,5620.991236
5751.344398,5620.991236
5749.944698,5620.991236
5752.996038,5620.991236
5805.966912,5620.991236
5748.400128,5620.991236
5785.887262,5620.991236
5758.586313,5620.991236
5773.459500,5620.991236
5746.380958,5620.991236
5766.502692,5620.991236
5756.457308,5620.991236
5773.746168,5620.991236
5768.483158,5620.991236
5737.682856,5620.991236
5745.135550,5620.991236
5760.350779,5620.991236
5770.729515,5620.991236
5753.200536,5620.991236
5757.191630,5620.991236
5760.821479,5620.991236
5791.288616,5620.991236
5780.702012,5620.991236
5750.889733,5620.991236
5769.430547,5620.991236
5764.825941,5620.991236
5783.906379,5620.991236
5755.639845,5620.991236
5767.483416,5620.991236
5758.134505,5620.991236
5810.663642,5620.991236
5756.011822,5620.991236
5757.313362,5620.991236
5757.906511,5620.991236
5759.318785,5620.991236
5780.958946,5620.991236
5754.712901,5620.991236
5767.683749,5620.991236
5766.626987,5620.991236
5763.405322,5620.991236
5752.874881,5620.991236
5782.380174,5620.991236
5744.905819,5620.991236
5762.671463,5620.991236
5766.562061,5620.991236
5757.881425,5620.991236
5769.508439,5620.991236
5780.293190,5620.991236
5780.874275,5620.991236
5752.779581,5620.991236
5742.422382,5620.991236
5768.354198,5620.991236
5770.084145,5620.991236
5736.488884,5620.991236
5789.112845,5620.991236
5746.549049,5620.991236
5774.602727,5620.991236
5774.837304,5620.991236
5753.996543,5620.991236
5753.794318,5620.991236
5754.614876,5620.991236
5776.049385,5620.991236
5757.642710,5620.991236
5775.744613,5620.991236
5769.776115,5620.991236
5770.540840,5620.991236
5762.356686,5620.991236
5764.798116,5620.991236
5773.398714,5620.991236
5727.193107,5620.991236
5767.085270,5620.991236
5748.763334,5620.991236
5758.368017,5620.991236
5737.442478,5620.991236
5763.338914,5620.991236
5754.397373,5620.991236
5784.800355,5620.991236
5733.524811,5620.991236
5751.016657,5620.991236
5743.479338,5620.991236
5775.647476,5620.991236
5745.437197,5620.991236
5753.402595,5620.991236
5778.864356,5620.991236
5772.476001,5620.991236
5739.113064,5620.991236
5760.349692,5620.991236
5764.462492,5620.991236
5748.138239,5620.991236
5746.092579,5620.991236
5763.781657,5620.991236
5752.852836,5620.991236
5732.826386,5620.991236
5747.517218,5620.991236
5778.567966,5620.991236
5764.041258,5620.991236
5746.422559,5620.991236
5756.379146,5620.991236
5770.775418,5620.991236
5759.463859,5620.991236
5759.155703,5620.991236
5765.512896,5620.991236
5765.751770,5620.991236
5762.195947,5620.991236
5751.732361,5620.991236
5777.597564,5620.991236
5759.042943,5620.991236
5769.457072,5620.991236
5757.195900,5620.991236
5740.430012,5620.991236
5772.650205,5620.991236
5754.990762,5620.991236
5770.868147,5620.991236
5747.033639,5620.991236
5733.259032,5620.991236
5740.139865,5620.991236
5759.209237,5620.991236
5736.485862,5620.991236
5763.994608,5620.991236
5740.752304,5620.991236
5731.519377,5620.991236
5751.096620,5620.991236
5773.832346,5620.991236
5747.794736,5620.991236
5767.105921,5620.991236
5752.784512,5620.991236
5753.518344,5620.991236
5748.990885,5620.991236
5745.130235,5620.991236
5739.157368,5620.991236
5745.335384,5620.991236
5756.024127,5620.991236
5764.849515,5620.991236
5762.645374,5620.991236
5763.920269,5620.991236
5766.051338,5620.991236
5738.669051,5620.991236
5749.797907,5620.991236
5797.893188,5620.991236
5734.497275,5620.991236
5760.733140,5620.991236
5765.748944,5620.991236
5763.072491,5620.991236
5753.416025,5620.991236
5778.764337,5620.991236
5759.970816,5620.991236
5779.159035,5620.991236
5752.341222,5620.991236
5765.914542,5620.991236
5733.197496,5620.991236
5752.754844,5620.991236
5749.059865,5620.991236
5739.590785,5620.991236
5766.710880,5620.991236
5771.452380,5620.991236
5800.772460,5620.991236
5760.847483,5620.991236
5752.050955,5620.991236
5749.114964,5620.991236
5759.410063,5620.991236
5745.076470,5620.991236
5749.950711,5620.991236
5755.009030,5620.991236
5758.228096,5620.991236
5755.368666,5620.991236
5759.798385,5620.991236
5756.265316,5620.991236
5751.894550,5620.991236
5775.119048,5620.991236
5738.227537,5620.991236
5762.342466,5620.991236
5757.771455,5620.991236
5745.541810,5620.991236
5738.516929,5620.991236
5763.419088,5620.991236
5749.854890,5620.991236
5770.240672,5620.991236
5760.292462,5620.991236
5769.680026,5620.991236
5771.457652,5620.991236
5757.028823,5620.991236
5735.983667,5620.991236
5746.303667,5620.991236
5760.816281,5620.991236
5740.827627,5620.991236
5760.798288,5620.991236
5743.933066,5620.991236
5763.032691,5620.991236
5751.128556,5620.991236
5756.874878,5620.991236
5742.108252,5620.991236
5763.175264,5620.991236
5790.196900,5620.991236
5774.157069,5620.991236
5752.515705,5620.991236
5773.147522,5620.991236
5735.292785,5620.991236
5774.736471,5620.991236
5753.104629,5620.991236
5739.794655,5620.991236
5763.467324,5620.991236
5791.058847,5620.991236
5745.055515,5620.991236
5742.424436,5620.991236
5767.473324,5620.991236
5764.988225,5620.991236
5743.376101,5620.991236
5759.708010,5620.991236
5759.202122,5620.991236
5764.714053,5620.991236
5772.447828,5620.991236
5736.639726,5620.991236
5766.535958,5620.991236
5767.911884,5620.991236
5757.656565,5620.991236
5752.373885,5620.991236
5759.221927,5620.991236
5759.903820,5620.991236
5775.780717,5620.991236
5767.256192,5620.991236
5777.289783,5620.991236
5767.957407,5620.991236
5763.956889,5620.991236
5776.132777,5620.991236
5776.660629,5620.991236
5762.141909,5620.991236
5773.059323,5620.991236
5747.862382,5620.991236
5747.529197,5620.991236
5773.640460,5620.991236
5747.709579,5620.991236
5763.659973,5620.991236
5766.053030,5620.991236
5736.477583,5620.991236
5741.709838,5620.991236
5763.921745,5620.991236
5759.651179,5620.991236
5740.033488,5620.991236
5752.880247,5620.991236
5751.169042,5620.991236
5748.524330,5620.991236
5759.756645,5620.991236
5767.039976,5620.991236
5769.004486,5620.991236
5746.133375,5620.991236
5743.166098,5620.991236
5776.001246,5620.991236
5731.682462,5620.991236
5776.126624,5620.991236
5750.270899,5620.991236
5777.142010,5620.991236
5778.883747,5620.991236
5773.323701,5620.991236
5756.309058,5620.991236
5732.790662,5620.991236
5753.180089,5620.991236
5754.155634,5620.991236
5756.016840,5620.991236
5769.588371,5620.991236
5762.954498,5620.991236
5758.608205,5620.991236
5757.213809,5620.991236
5777.755134,5620.991236
5734.895582,5620.991236
5769.964221,5620.991236
5743.019388,5620.991236
5786.018825,5620.991236
5745.998350,5620.991236
5743.263571,5620.991236
5736.998252,5620.991236
5751.650497,5620.991236
5772.561928,5620.991236
5771.254995,5620.991236
5747.847023,5620.991236
5749.809865,5620.991236
5767.097626,5620.991236
5765.450887,5620.991236
5747.229167,5620.991236
5753.209588,5620.991236
5747.438513,5620.991236
5762.236980,5620.991236
5769.129267,5620.991236
5757.749391,5620.991236
5744.401458,5620.991236
5746.972967,5620.991236
5761.354551,5620.991236
5742.038444,5620.991236
5771.320872,5620.991236
5765.861414,5620.991236
5758.750800,5620.991236
5771.757731,5620.991236
5756.575244,5620.991236
5747.060024,5620.991236
5749.165892,5620.991236
5754.132831,5620.991236
5755.822981,5620.991236
5764.804099,5620.991236
5746.197191,5620.991236
5744.123710,5620.991236
5736.144124,5620.991236
5753.813616,5620.991236
5757.806725,5620.991236
5743.061598,5620.991236
5757.078446,5620.991236
5750.204226,5620.991236
5757.259576,5620.991236
5771.755794,5620.991236
5758.971437,5620.991236
5742.529658,5620.991236
5738.125410,5620.991236
5748.180706,5620.991236
5766.067041,5620.991236
5742.530997,5620.991236
5756.509523,5620.991236
5735.168051,5620.991236
5760.422913,5620.991236
5751.833393,5620.991236
5739.220342,5620.991236
5758.549770,5620.991236
5734.358148,5620.991236
5772.870695,5620.991236
5774.837979,5620.991236
5756.819374,5620.991236
5766.244228,5620.991236
5750.415635,5620.991236
5742.576400,5620.991236
5780.121259,5620.991236
5738.154271,5620.991236
5757.009597,5620.991236
5748.400186,5620.991236
5754.595218,5620.991236
5761.165443,5620.991236
5730.874316,5620.991236
5747.003783,5620.991236
5744.033644,5620.991236
5785.689128,5620.991236
5762.431433,5620.991236
5748.278951,5620.991236
5752.254580,5620.991236
5752.372384,5620.991236
5748.412457,5620.991236
5752.544781,5620.991236
5766.321989,5620.991236
5758.136749,5620.991236
5745.698354,5620.991236
5747.422421,5620.991236
5769.731641,5620.991236
5766.151384,5620.991236
5757.425890,5620.991236
5739.806537,5620.991236
5770.017488,5620.991236
5765.396480,5620.991236
5769.500200,5620.991236
5733.148571,5620.991236
5791.607324,5620.991236
5750.976415,5620.991236
5765.671904,5620.991236
5741.568966,5620.991236
5782.798994,5620.991236
5750.031240,5620.991236
5733.300026,5620.991236
5749.611236,5620.991236
5760.400739,5620.991236
5763.545107,5620.991236
5735.260368,5620.991236
5756.539193,5620.991236
5780.206591,5620.991236
5773.108139,5620.991236
5754.898751,5620.991236
5767.937828,5620.991236
5772.669047,5620.991236
5760.423582,5620.991236
5738.587672,5620.991236
5750.296586,5620.991236
5767.949663,5620.991236
5761.321996,5620.991236
5772.979168,5620.991236
5755.824991,5620.991236
5754.715284,5620.991236
5738.578127,5620.991236
5750.478064,5620.991236
5755.736509,5620.991236
5751.247453,5620.991236
5765.770682,5620.991236
5758.351354,5620.991236
5769.240336,5620.991236
5733.030139,5620.991236
5759.824814,5620.991236
5763.864618,5620.991236
5779.920899,5620.991236
5763.761529,5620.991236
5757.695030,5620.991236
5759.358225,5620.991236
5770.709991,5620.991236
5759.006560,5620.991236
5778.681325,5620.991236
5778.429061,5620.991236
5762.390270,5620.991236
5778.099586,5620.991236
5784.799272,5620.991236
5748.172824,5620.991236
5784.265898,5620.991236
5776.144259,5620.991236
5760.506918,5620.991236
5764.712642,5620.991236
5770.806543,5620.991236
5791.343052,5620.991236
5759.335957,5620.991236
5772.003887,5620.991236
5748.807637,5620.991236
5758.605114,5620.991236
5757.921356,5620.991236
5771.195208,5620.991236
5752.367098,5620.991236
5773.271041,5620.991236
