batch_average,batch_best
15122.210926,11349.050051
14309.827263,10464.377152
13668.821933,9875.816601
13099.435693,10023.920271
12531.038696,8758.058760
12059.147522,9207.069032
11748.119687,8154.814219
11488.232901,8199.170567
11195.019782,7868.339068
10785.439406,8115.581902
10639.930603,8137.457454
10407.169821,7693.496849
10230.729667,7139.939927
10087.862605,7754.531170
9831.608922,7440.617019
9712.715799,7414.973853
9546.869388,7470.494263
9426.561890,7497.181992
9345.156737,7123.537329
9143.976972,7149.660966
8984.327854,7268.138657
8884.525287,7228.456752
8882.641310,7102.579443
8843.153189,7407.854261
8659.927709,7344.064416
8657.292361,7215.700164
8632.139698,7280.737236
8522.876571,7146.859074
8357.836972,7124.619036
8451.629983,7234.624628
8394.343106,7047.105401
8328.463812,7065.261395
8293.385401,7078.017983
8192.377145,7118.982040
8292.268029,7038.466068
8100.274237,7021.261790
8063.867033,7009.176893
8135.847445,7044.303509
7996.400488,7009.507328
7975.754490,6929.943072
7980.503752,6886.945593
7986.429455,6989.300712
7881.198489,6953.422825
7881.871258,6953.422825
7847.534413,6988.219006
7827.757685,6809.903204
7771.957966,6637.424842
7775.841418,6945.221527
7664.197558,6794.782758
7738.531062,6902.066038
7659.126759,6777.470881
7726.090868,6815.740645
7575.215451,6843.948113
7601.907282,6778.552587
7560.599178,6741.062113
7552.406652,6631.587401
7606.193336,6768.187876
7520.606487,6720.104227
7513.297556,6805.347914
7530.237948,6708.629790
7456.412806,6756.182559
7493.248979,6782.026170
7473.470056,6638.506548
7444.678330,6715.548937
7409.177358,6611.911666
7395.362358,6639.788700
7354.374377,6624.668254
7356.225417,6611.911666
7332.297598,6646.707847
7362.110644,6637.424842
7323.093797,6638.506548
7277.413879,6590.623345
7241.201719,6624.668254
7236.621913,6583.704197
7242.743479,6631.587401
7204.304304,6639.788700
7174.884248,6577.866757
7192.113329,6555.827164
7213.845276,6643.262283
7168.098928,6568.583752
7138.109413,6565.110168
7140.184034,6481.148632
7117.488685,6562.746311
7089.792070,6549.989723
7130.089269,6493.905220
7078.012111,6481.148632
7100.368344,6481.148632
7054.681369,6493.905220
7015.669763,6481.148632
7051.536594,6481.148632
7016.136257,6412.307542
7012.122692,6418.144983
7037.529003,6499.742661
7023.652276,6481.148632
7016.326919,6514.863107
6996.482311,6481.148632
6950.815537,6412.307542
6952.141164,6486.986073
6949.769092,6481.148632
6947.109693,6411.225836
6921.954797,6411.225836
6933.723067,6430.901571
6864.890498,6474.229485
6899.294830,6412.307542
6885.096775,6405.388395
6882.769757,6411.225836
6876.925960,6412.307542
6859.962503,6412.307542
6839.547413,6342.384746
6819.277060,6349.303893
6831.557896,6412.307542
6860.042157,6405.388395
6812.369857,6405.388395
6789.851582,6405.388395
6808.769901,6405.388395
6826.011758,6411.225836
6824.569066,6349.303893
6790.962571,6349.303893
6802.863535,6349.303893
6746.605120,6349.303893
6763.964607,6342.384746
6756.965794,6405.388395
6743.683445,6342.384746
6747.007550,6411.225836
6762.339013,6349.303893
6729.577580,6405.388395
6706.015834,6349.303893
6699.258082,6342.384746
6699.540951,6342.384746
6728.166215,6342.384746
6719.908672,6342.384746
6707.081442,6349.303893
6707.673607,6342.384746
6666.622640,6342.384746
6670.517756,6342.384746
6654.540504,6342.384746
6673.176349,6342.384746
6664.564975,6335.465598
6653.705866,6342.384746
6652.186051,6342.384746
6638.594823,6335.465598
6636.708252,6342.384746
6639.836021,6342.384746
6652.495388,6342.384746
6658.874148,6342.384746
6621.413800,6342.384746
6591.021299,6342.384746
6639.688808,6342.384746
6567.300113,6342.384746
6582.781290,6342.384746
6587.199168,6342.384746
6593.920089,6342.384746
6618.368111,6342.384746
6659.512994,6342.384746
6594.404580,6342.384746
6611.086399,6342.384746
6588.114809,6342.384746
6618.074418,6342.384746
6531.491567,6342.384746
6590.871409,6342.384746
6608.156015,6342.384746
6596.749300,6335.465598
6577.628159,6335.465598
6562.272052,6335.465598
6555.457589,6335.465598
6586.629954,6342.384746
6560.832384,6335.465598
6548.438909,6335.465598
6544.550824,6342.384746
6566.467892,6335.465598
6581.874878,6342.384746
6584.072520,6335.465598
6539.452121,6335.465598
6548.318047,6335.465598
6558.000698,6335.465598
6542.905993,6335.465598
6559.787889,6335.465598
6566.272781,6335.465598
6557.333349,6335.465598
6548.182926,6335.465598
6557.003151,6335.465598
6533.140684,6335.465598
6566.858241,6335.465598
6542.252446,6335.465598
6566.077877,6335.465598
6589.921091,6335.465598
6591.455727,6335.465598
6567.928773,6335.465598
6558.343259,6335.465598
6563.771240,6335.465598
6556.647477,6335.465598
6543.351256,6335.465598
6548.014450,6335.465598
6571.468540,6335.465598
6577.640958,6335.465598
6543.923659,6335.465598
6562.019498,6335.465598
6560.674540,6335.465598
6531.253145,6335.465598
6532.778215,6335.465598
6538.377785,6335.465598
6524.277973,6335.465598
6546.629898,6335.465598
6536.573571,6335.465598
6544.569012,6335.465598
6538.048601,6335.465598
6566.829073,6335.465598
6559.877213,6335.465598
6539.217899,6335.465598
6546.276243,6335.465598
6545.267288,6335.465598
6582.786989,6335.465598
6555.383867,6335.465598
6529.709709,6335.465598
6522.847213,6335.465598
6549.557931,6335.465598
6507.692835,6335.465598
6520.224894,6335.465598
6516.813057,6335.465598
6531.627722,6335.465598
6529.626020,6335.465598
6599.044479,6335.465598
6546.030781,6335.465598
6556.162955,6335.465598
6533.346501,6335.465598
6523.188248,6335.465598
6541.978043,6335.465598
6519.540862,6335.465598
6523.794898,6335.465598
6515.095182,6335.465598
6536.258731,6335.465598
6528.152199,6335.465598
6535.212982,6335.465598
6514.186538,6335.465598
6559.436924,6335.465598
6551.707466,6335.465598
6551.003448,6335.465598
6516.855141,6335.465598
6515.875284,6335.465598
6523.236819,6335.465598
6525.714117,6335.465598
6549.552938,6335.465598
6514.675336,6335.465598
6540.013116,6335.465598
6533.264135,6335.465598
6537.549344,6335.465598
6521.035165,6335.465598
6538.441667,6335.465598
6507.891150,6335.465598
6539.288323,6335.465598
6511.726336,6335.465598
6516.799029,6335.465598
6513.100537,6335.465598
6517.983526,6335.465598
6545.236588,6335.465598
6510.846535,6335.465598
6526.939018,6335.465598
6518.218814,6335.465598
6520.188516,6335.465598
