0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.930425,2.207968,3.866554,0.683833,0.092690,0.012833,0.003457,0.002423,0.002275,0.002246,0.002239,0.002238,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002237,0.002233,0.002215,0.002135,0.001861,0.001171
3.040665,27.862691,45.712889,4.671980,0.435982,0.042972,0.008054,0.004741,0.003837,0.003617,0.003568,0.003558,0.003557,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556,0.003555,0.003550,0.003520,0.003393,0.002959,0.001861
4.931841,49.201206,209.114053,15.136820,1.129689,0.103792,0.025729,0.017563,0.006888,0.004542,0.004154,0.004091,0.004080,0.004079,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004078,0.004077,0.004071,0.004037,0.003892,0.003393,0.002135
0.750399,4.821134,15.143889,2.179354,0.282253,0.218616,0.196722,0.187756,0.036017,0.008103,0.004693,0.004293,0.004241,0.004233,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004231,0.004230,0.004223,0.004189,0.004037,0.003520,0.002215
0.099710,0.444066,1.130512,0.282268,0.391620,2.573708,2.256156,1.789259,0.294333,0.034234,0.006972,0.004549,0.004309,0.004275,0.004268,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004266,0.004265,0.004258,0.004223,0.004071,0.003550,0.002233
0.013869,0.043608,0.103831,0.217320,2.567074,39.761991,26.520183,5.197800,1.134395,0.138763,0.015855,0.005402,0.004485,0.004324,0.004284,0.004275,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004273,0.004272,0.004265,0.004230,0.004077,0.003555,0.002237
0.003610,0.008088,0.024648,0.182998,2.219373,27.023741,197.098987,24.950197,2.166737,0.186743,0.023730,0.008082,0.005615,0.004628,0.004347,0.004287,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002436,0.004460,0.010455,0.061432,0.553998,4.957538,26.440440,19.035105,1.953860,0.200401,0.078163,0.031533,0.015094,0.006880,0.004738,0.004347,0.004285,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002276,0.003787,0.005723,0.016162,0.088265,0.527728,2.017609,1.938638,0.358846,0.209981,0.784992,0.283274,0.088573,0.021894,0.006904,0.004629,0.004325,0.004283,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002246,0.003611,0.004436,0.006356,0.015587,0.056374,0.165658,0.198193,0.209920,1.517867,10.711668,3.113678,0.565285,0.113623,0.016329,0.005643,0.004474,0.004315,0.004284,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002239,0.003568,0.004147,0.004585,0.005805,0.009927,0.022154,0.077751,0.784447,10.714488,157.016203,34.257965,3.209728,0.836947,0.057003,0.008472,0.005064,0.004494,0.004331,0.004287,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002238,0.003558,0.004090,0.004288,0.004494,0.005075,0.007661,0.029283,0.276632,3.158365,33.921579,105.118182,10.106465,0.889189,0.079928,0.019434,0.009065,0.005737,0.004620,0.004345,0.004287,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003557,0.004080,0.004241,0.004306,0.004437,0.005159,0.011602,0.079514,0.657271,3.249086,10.136694,1.794875,0.255179,0.077527,0.120404,0.045742,0.016083,0.006444,0.004639,0.004335,0.004285,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004079,0.004233,0.004275,0.004313,0.004495,0.005713,0.015401,0.083237,0.305537,0.849472,0.253998,0.121958,0.497970,1.428155,0.431542,0.114491,0.019265,0.006074,0.004523,0.004319,0.004284,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004268,0.004283,0.004326,0.004548,0.005782,0.012434,0.033490,0.078239,0.077278,0.496968,6.834254,18.475300,4.257599,0.868680,0.098159,0.012639,0.005210,0.004478,0.004329,0.004287,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004275,0.004285,0.004326,0.004506,0.005259,0.007931,0.019206,0.118902,1.460220,19.956448,227.430364,29.524816,2.535187,0.215499,0.024361,0.007568,0.005485,0.004644,0.004358,0.004290,0.004277,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004276,0.004284,0.004315,0.004439,0.004996,0.008576,0.041470,0.374300,3.532239,27.383392,37.961342,3.344027,0.291665,0.052568,0.023806,0.013439,0.006947,0.004820,0.004366,0.004288,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004274,0.004276,0.004282,0.004313,0.004499,0.005874,0.017683,0.119401,0.787599,2.391816,3.334813,0.541819,0.135530,0.319517,0.198426,0.074362,0.022467,0.007433,0.004744,0.004344,0.004285,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004274,0.004274,0.004276,0.004284,0.004337,0.004701,0.007247,0.023979,0.107047,0.208299,0.290803,0.135181,0.597204,3.971286,2.281409,0.503072,0.131158,0.020191,0.006208,0.004564,0.004330,0.004285,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004274,0.004274,0.004274,0.004276,0.004288,0.004363,0.004800,0.007028,0.015304,0.024277,0.052077,0.316425,3.957433,52.399659,27.931001,3.513903,1.356153,0.086156,0.010902,0.005465,0.004586,0.004346,0.004288,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004274,0.004274,0.004274,0.004274,0.004277,0.004290,0.004357,0.004646,0.005553,0.007448,0.022104,0.182809,2.064732,26.263274,212.597978,18.811772,1.569184,0.130554,0.020810,0.010610,0.006268,0.004733,0.004361,0.004289,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004274,0.004274,0.004274,0.004274,0.004274,0.004276,0.004287,0.004329,0.004484,0.005145,0.010134,0.052922,0.431984,3.454289,19.973674,8.646859,0.776158,0.101109,0.083937,0.058548,0.017263,0.006888,0.004726,0.004346,0.004285,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004276,0.004284,0.004322,0.004531,0.005851,0.014191,0.067897,0.383033,1.503898,0.770678,0.167318,0.232138,0.869530,1.211131,0.111049,0.017672,0.006206,0.004561,0.004321,0.004283,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
0.002237,0.003556,0.004078,0.004231,0.004266,0.004273,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004276,0.004285,0.004338,0.004632,0.006094,0.012859,0.042093,0.122641,0.099997,0.231730,1.690591,10.580545,3.462736,1.158757,0.084294,0.011673,0.005230,0.004448,0.004315,0.004284,0.004276,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004274,0.004273,0.004266,0.004231,0.004078,0.003556,0.002237
