batch_average,batch_best
19455.299799,18905.638405
19528.327166,18905.638405
19544.360289,18905.638405
19569.619760,18905.638405
19506.291607,18905.638405
19532.485013,18905.638405
19471.428727,18905.638405
19486.238134,18905.638405
19513.974672,18905.638405
19484.086443,18905.638405
19533.770967,18905.638405
19536.014516,18905.638405
19493.917035,18905.638405
19447.015969,18905.638405
19490.670457,18905.638405
19464.067959,18905.638405
19456.861649,18905.638405
19504.948436,18905.638405
19557.248798,18905.638405
19477.348010,18905.638405
19432.807551,18905.638405
19451.772042,18905.638405
19486.039230,18905.638405
19459.821309,18905.638405
19465.522670,18905.638405
19427.172486,18905.638405
19422.738355,18905.638405
19461.876893,18905.638405
19497.065512,18905.638405
19484.815396,18905.638405
19467.572360,18905.638405
19439.698626,18905.638405
19422.536934,18905.638405
19455.173743,18905.638405
19407.652892,18905.638405
19397.911405,18905.638405
19421.350604,18905.638405
19402.684224,18905.638405
19415.462929,18905.638405
19448.211652,18905.638405
19419.944131,18905.638405
19396.515717,18905.638405
19439.506312,18905.638405
19417.882622,18905.638405
19420.072293,18905.638405
19436.113554,18905.638405
19388.793718,18905.638405
19365.129534,18905.638405
19383.314479,18905.638405
19382.697691,18905.638405
19398.200071,18905.638405
19377.425539,18905.638405
19393.960492,18905.638405
19355.012988,18905.638405
19368.597660,18905.638405
19364.812877,18905.638405
19344.480429,18905.638405
19342.804561,18905.638405
19339.633584,18905.638405
19343.295019,18905.638405
19359.713672,18905.638405
19390.187183,18905.638405
19305.115911,18905.638405
19348.413294,18905.638405
19307.486041,18905.638405
19301.571732,18905.638405
19324.944181,18905.638405
19339.219610,18905.638405
19301.928865,18905.638405
19339.862752,18905.638405
19306.259361,18905.638405
19332.925215,18905.638405
19312.780597,18905.638405
19338.641008,18905.638405
19327.869016,18905.638405
19320.603478,18905.638405
19303.583272,18905.638405
19294.882624,18905.638405
19288.707244,18905.638405
19294.157991,18905.638405
19281.610193,18905.638405
19324.071516,18905.638405
19299.249089,18905.638405
19293.676834,18905.638405
19259.485638,18905.638405
19245.331847,18905.638405
19288.876723,18905.638405
19271.980580,18905.638405
19268.858150,18905.638405
19260.069678,18905.638405
19246.785319,18905.638405
19230.861217,18905.638405
19238.670749,18905.638405
19245.329041,18905.638405
19231.099863,18905.638405
19224.145700,18905.638405
19237.927058,18905.638405
19218.260073,18905.638405
19216.128405,18905.638405
19208.337896,18905.638405
19189.219095,18905.638405
19274.102945,18905.638405
19224.139732,18905.638405
19184.733411,18905.638405
19211.726663,18905.638405
19212.504725,18905.638405
19201.746959,18905.638405
19206.222898,18905.638405
19204.354668,18905.638405
19202.154980,18905.638405
19214.677472,18905.638405
19199.214488,18905.638405
19218.576271,18905.638405
19196.656444,18905.638405
19170.142715,18905.638405
19207.244505,18905.638405
19187.404303,18905.638405
19176.154806,18905.638405
19189.235655,18905.638405
19154.710643,18905.638405
19181.942270,18905.638405
19174.355400,18905.638405
19173.609392,18905.638405
19185.818216,18905.638405
19154.104585,18905.638405
19182.944586,18905.638405
19175.441144,18905.638405
19122.105747,18905.638405
19158.434474,18905.638405
19140.553017,18905.638405
19169.186852,18905.638405
19160.272955,18905.638405
19145.060002,18905.638405
19125.485310,18905.638405
19125.235375,18905.638405
19143.853511,18905.638405
19130.161018,18905.638405
19113.345724,18905.638405
19130.536300,18905.638405
19150.057011,18905.638405
19116.122663,18905.638405
19120.229127,18905.638405
19162.771219,18905.638405
19132.746872,18905.638405
19137.161473,18905.638405
19123.069637,18905.638405
19115.315086,18905.638405
19144.336838,18905.638405
19117.647571,18905.638405
19104.639640,18905.638405
19120.516448,18905.638405
19120.978154,18905.638405
19108.031701,18905.638405
19105.783090,18905.638405
19092.017310,18905.638405
19124.267143,18905.638405
19116.351980,18905.638405
19106.638860,18905.638405
19101.487931,18905.638405
19087.722284,18905.638405
19076.016320,18905.638405
19080.134869,18905.638405
19087.338956,18905.638405
19069.639020,18905.638405
19082.682355,18905.638405
19093.480973,18905.638405
19079.481841,18905.638405
19071.907151,18905.638405
19056.331427,18905.638405
19081.849357,18905.638405
19065.406130,18905.638405
19045.800758,18905.638405
19070.834008,18905.638405
19072.223530,18905.638405
19070.672695,18905.638405
19070.052293,18905.638405
19055.320792,18905.638405
19052.641262,18905.638405
19059.334763,18905.638405
19052.293605,18905.638405
19064.542146,18905.638405
19052.744360,18905.638405
19073.091095,18905.638405
19044.820559,18905.638405
19054.768434,18905.638405
19057.643169,18905.638405
19023.732025,18905.638405
19041.976099,18905.638405
19057.927103,18905.638405
19066.448271,18905.638405
19029.190815,18905.638405
19040.030900,18905.638405
19042.992936,18905.638405
19050.564575,18905.638405
19032.652901,18905.638405
19046.303851,18905.638405
19029.681659,18905.638405
19038.637476,18905.638405
19022.385360,18905.638405
19035.149041,18905.638405
19050.406605,18905.638405
19030.186817,18905.638405
19039.745889,18905.638405
19038.967849,18905.638405
19031.372329,18905.638405
19032.853399,18905.638405
19038.528400,18905.638405
19035.232137,18905.638405
19038.163645,18905.638405
19031.154748,18905.638405
19025.922443,18905.638405
19020.968333,18905.638405
19034.027550,18905.638405
19018.889824,18905.638405
19027.384373,18905.638405
19020.826244,18905.638405
19022.678112,18905.638405
19025.127649,18905.638405
19008.572570,18905.638405
18994.630356,18905.638405
19004.351921,18905.638405
19006.620995,18905.638405
18993.744328,18905.638405
19020.937450,18905.638405
19001.761499,18905.638405
19003.868738,18905.638405
19000.949053,18905.638405
19018.916950,18905.638405
19026.786778,18905.638405
19005.645663,18905.638405
19003.674480,18905.638405
18999.264751,18905.638405
18998.984265,18905.638405
19000.367411,18905.638405
19015.731935,18905.638405
19008.963908,18905.638405
19002.837871,18905.638405
19004.430394,18905.638405
19000.329406,18905.638405
19003.443532,18905.638405
19012.499215,18905.638405
18982.514270,18905.638405
19011.183431,18905.638405
19001.747069,18905.638405
18997.747608,18905.638405
18991.310144,18905.638405
19004.309729,18905.638405
18983.100371,18905.638405
19005.436175,18905.638405
18999.074488,18905.638405
18987.467622,18905.638405
18987.989322,18905.638405
18997.696858,18905.638405
18997.466047,18905.638405
18995.370282,18905.638405
18985.145224,18905.638405
18999.851727,18905.638405
18986.782917,18905.638405
18986.537268,18905.638405
18980.999193,18905.638405
18978.875209,18905.638405
18998.508865,18905.638405
18979.129062,18905.638405
18988.858266,18905.638405
18991.284415,18905.638405
18973.933518,18905.638405
18983.700354,18905.638405
18991.024229,18905.638405
18973.109245,18905.638405
18989.216419,18905.638405
18983.444222,18905.638405
18991.973429,18905.638405
18982.365911,18905.638405
18970.732178,18905.638405
18979.828055,18905.638405
18989.612681,18905.638405
18979.596981,18905.638405
18961.755398,18905.638405
18983.188345,18905.638405
18980.174685,18905.638405
18983.773387,18905.638405
18978.385869,18905.638405
18990.722436,18905.638405
18982.888852,18905.638405
18977.537240,18905.638405
18980.170516,18905.638405
18985.288082,18905.638405
18964.060541,18905.638405
18979.729310,18905.638405
18982.640838,18905.638405
18982.014681,18905.638405
18983.993487,18905.638405
18962.377280,18905.638405
18967.635183,18905.638405
18981.502835,18905.638405
18964.067836,18905.638405
18983.261126,18905.638405
18971.261991,18905.638405
18963.873331,18905.638405
18986.527936,18905.638405
18965.859610,18905.638405
18971.948835,18905.638405
