batch_average,batch_best
6298.473872,4167.488971
6286.414688,3972.447041
6235.940771,3802.332537
6214.379603,3934.047287
6252.494686,4077.689994
6296.238183,3899.050661
6281.586662,4158.849638
6200.119395,4110.014718
6191.027196,4062.246018
6159.622636,3960.972604
6158.246101,4235.047910
6270.308310,4106.525649
6234.405882,3936.454650
6187.811985,4192.330456
6110.009183,3649.730356
6210.608951,4129.890898
6161.514970,4067.411767
6134.958560,3792.935028
6114.628586,3907.251960
6219.667697,3841.327265
6136.732062,4079.443391
6087.153967,3910.725543
6026.923597,3420.286774
6138.470145,4206.732842
6039.541165,4049.374926
6111.380291,3885.212367
6020.731622,3938.045389
6024.184859,4019.134035
5977.081528,3720.734859
6066.910190,3725.490593
6059.476262,3903.491447
6063.866373,3861.890623
6042.382606,3965.413390
6047.832751,3763.088666
5960.916140,3923.482131
5966.947794,4010.245559
6053.872595,3666.047012
5965.842344,3650.926566
5907.202520,3466.658819
6070.155052,4042.570283
5988.303460,3717.403799
5973.291482,3960.972604
5933.200336,3669.406091
5886.221131,3733.491447
5988.874879,3902.524244
5925.934985,3438.880803
5890.355055,3938.045389
5854.805123,3501.769949
5881.876789,3241.970972
5885.118355,3713.930215
5909.375369,4004.408118
5918.116073,3636.773322
5860.431071,3861.890623
5848.138911,3967.891751
5770.018034,3805.806120
5875.750035,3365.499909
5812.729972,3877.011068
5810.038308,3822.208717
5890.336263,3841.327265
5877.777008,4042.570283
5773.021287,3726.572300
5885.735788,3824.687079
5784.428037,3875.728917
5721.207484,3795.527894
5852.989812,3969.968679
5800.890196,3570.611039
5754.516816,3480.812062
5753.458355,3888.371001
5722.845120,3918.369654
5713.867648,3986.485780
5737.671522,3215.175644
5774.182769,3951.689600
5713.942418,3737.251960
5692.861349,3746.972999
5721.968559,3726.572300
5752.767291,3781.359165
5607.004762,3519.081826
5627.988481,3478.448204
5599.603792,3724.208442
5709.436802,3483.175920
5721.599218,3487.731209
5648.796792,3547.289295
5578.824905,3624.016734
5669.749413,3745.166328
5651.735667,3361.838414
5609.254971,3815.089125
5523.372668,3465.691616
5569.211210,3887.576225
5553.173483,3820.926566
5566.599000,3459.854175
