141.352172,2.498335,0.044171,0.000781,0.000014,0.000005,0.000300,0.017864,1.055394,60.941670,54.302388,1.127520,1.549359,43.327403,0.778598,0.014647,0.000286,0.000006,0.000040,0.002168,0.111553,5.077263,138.818200,2.431756,0.042800,0.000756,0.000013,0.000000,0.000001,0.000015,
2.498335,0.088314,0.002342,0.000055,0.000001,0.000001,0.000132,0.013974,0.845859,3.667221,16.832884,9.753616,46.297857,54.149183,2.359716,0.053729,0.001161,0.000024,0.000003,0.000132,0.005088,0.154370,2.434675,0.085626,0.002267,0.000053,0.000001,0.000003,0.000059,0.000858,
0.044171,0.002342,0.000083,0.000002,0.000000,0.000000,0.000004,0.000345,0.021083,0.325252,1.365035,0.220879,0.826662,1.015342,0.071928,0.002629,0.000077,0.000002,0.000000,0.000005,0.000159,0.003679,0.042919,0.002269,0.000080,0.000002,0.000003,0.000088,0.002511,0.047237,
0.000781,0.000055,0.000002,0.000000,0.000000,0.000000,0.000000,0.000006,0.000321,0.007876,0.032119,0.004644,0.014742,0.018754,0.001802,0.000088,0.000003,0.000000,0.000000,0.000000,0.000004,0.000080,0.000759,0.000054,0.000002,0.000001,0.000058,0.002458,0.092219,2.571221,
0.000015,0.000015,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000108,0.000468,0.000089,0.000270,0.000334,0.000041,0.000002,0.000000,0.000002,0.000014,0.000011,0.000005,0.000002,0.000014,0.000001,0.000000,0.000015,0.000816,0.045527,2.547098,142.728003,
0.000055,0.000784,0.000055,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000007,0.000002,0.000005,0.000006,0.000001,0.000000,0.000006,0.000098,0.000785,0.000566,0.000277,0.000035,0.000002,0.000000,0.000000,0.000011,0.000559,0.028599,1.518314,76.608779,
0.002342,0.044263,0.002345,0.000083,0.000002,0.000000,0.000000,0.000001,0.000016,0.000237,0.000053,0.000003,0.000000,0.000000,0.000000,0.000007,0.000206,0.004735,0.043525,0.030440,0.015165,0.002001,0.000076,0.000002,0.000001,0.000029,0.001193,0.050900,2.577365,67.938333,
0.088360,2.501394,0.088415,0.002345,0.000055,0.000001,0.000001,0.000025,0.000711,0.013338,0.002964,0.000136,0.000004,0.000000,0.000004,0.000173,0.007084,0.230158,2.417440,1.632702,0.836535,0.125883,0.003213,0.000067,0.000002,0.000007,0.000150,0.003467,0.088327,1.573830,
2.500617,141.440170,2.501400,0.044263,0.000784,0.000014,0.000017,0.000723,0.026883,0.735646,0.182873,0.005415,0.000135,0.000004,0.000052,0.003126,0.186787,8.884497,136.620122,87.467117,46.190489,8.151705,0.111370,0.001481,0.000021,0.000001,0.000014,0.000188,0.002756,0.036475,
0.088431,2.501900,0.088486,0.002350,0.000056,0.000006,0.000255,0.013984,0.753058,41.183145,12.490869,0.180418,0.002884,0.000051,0.000005,0.000168,0.007005,0.229601,2.419385,1.740159,6.181052,0.233345,0.005237,0.000100,0.000002,0.000000,0.000001,0.000009,0.000078,0.000689,
0.002352,0.044334,0.002355,0.000084,0.000003,0.000008,0.000421,0.021697,1.171411,64.825432,28.034588,0.569661,0.010881,0.000197,0.000004,0.000006,0.000195,0.004658,0.043615,0.034487,0.122694,0.006048,0.000177,0.000004,0.000000,0.000000,0.000000,0.000002,0.000004,0.000012,
0.000056,0.000789,0.000056,0.000003,0.000001,0.000046,0.001979,0.075878,2.191259,1.206400,0.588375,0.022007,0.000592,0.000014,0.000000,0.000000,0.000005,0.000093,0.000787,0.000666,0.002303,0.000135,0.000005,0.000000,0.000001,0.000001,0.000004,0.000053,0.000064,0.000017,
0.000004,0.000014,0.000001,0.000000,0.000011,0.000658,0.037669,2.159331,125.289300,2.178962,0.049151,0.001260,0.000032,0.000001,0.000000,0.000001,0.000000,0.000002,0.000014,0.000012,0.000039,0.000003,0.000001,0.000015,0.000068,0.000030,0.000118,0.001942,0.002996,0.000812,
0.000128,0.000015,0.000001,0.000000,0.000004,0.000181,0.008945,0.430594,18.653848,0.430945,0.009158,0.000195,0.000004,0.000000,0.000002,0.000030,0.000002,0.000000,0.000000,0.000000,0.000001,0.000001,0.000036,0.000882,0.003118,0.002095,0.002893,0.065715,0.175645,0.035422,
0.006950,0.000715,0.000037,0.000001,0.000000,0.000013,0.000475,0.015930,0.393422,0.015936,0.000478,0.000013,0.000000,0.000004,0.000103,0.001871,0.000103,0.000004,0.000000,0.000000,0.000001,0.000034,0.001591,0.056054,0.137521,0.162544,0.056279,1.843007,13.809719,1.435275,
0.384492,0.033165,0.001377,0.000044,0.000001,0.000001,0.000018,0.000452,0.007654,0.000452,0.000018,0.000001,0.000003,0.000130,0.004503,0.123630,0.004502,0.000130,0.000003,0.000000,0.000012,0.000806,0.054299,3.861333,4.918961,11.055103,0.185149,1.300203,63.329569,60.828158,
21.686714,1.536091,0.045627,0.001125,0.000025,0.000001,0.000001,0.000012,0.000148,0.000012,0.000001,0.000001,0.000071,0.003402,0.166699,8.401981,0.166685,0.003401,0.000070,0.000002,0.000029,0.001348,0.067723,3.576363,41.321661,0.771446,0.015951,0.052555,1.376478,6.283199,
29.246351,71.377497,1.159666,0.019544,0.000337,0.000006,0.000000,0.000000,0.000003,0.000000,0.000000,0.000014,0.000771,0.043268,2.423985,135.540161,2.423204,0.043212,0.000769,0.000014,0.000012,0.000645,0.037729,2.006613,80.444317,1.581175,0.029234,0.002027,0.029183,0.130567,
1.083385,23.422352,0.449353,0.007948,0.000135,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000137,0.004644,0.130535,2.424445,0.086351,0.002301,0.000054,0.000001,0.000003,0.000095,0.002492,0.065193,1.570169,0.057698,0.001533,0.000073,0.000580,0.002336,
